# 情境：worst_practice｜說明：AI推薦1~10完全沒命中廠商送出的任一職類（不管同中類、同大類，都算沒命中）
情境,職缺名稱,duty0,duty1,duty2,duty3,duty4,職類推薦1,職類推薦2,職類推薦3,職類推薦4,職類推薦5,職類推薦6,職類推薦7,職類推薦8,職類推薦9,職類推薦10,命中名次,前5名覆蓋數,廠商送出數
worst_practice,★★急徵★★【台中市-西屯區】豪宅大樓【社區經理】《近統聯中港轉運站》*有物業經驗者佳*,總幹事,飯店／旅館主管,,,,資材主管,資材人員,售票／收銀人員,房務人員,門市／店員／專櫃人員,客服主管,儲備幹部,金融營業人員,PLC／自動控制工程師,產品經理,,0,2
worst_practice,大夜班主任（需輪班）,飯店／旅館服務人員,飯店／旅館主管,,,,售票／收銀人員,資材主管,資材人員,智慧製程工程師,產品經理,儲備幹部,PLC／自動控制工程師,客服主管,木工,電機技師／工程師,,0,2
worst_practice,芳療暨健身中心總監 Director of Spa & Wellness,飯店／旅館服務人員,飯店／旅館主管,,,,新聞／傳播媒體主管,編採主管,休閒娛樂事業從業人員,客服主管,檔案資料管理人員,產品企劃主管,國內業務主管,行政主管,MIS／網管主管,經營管理主管,,0,2
worst_practice,(台北六福萬怡酒店)客務部-副理/經理,飯店／旅館服務人員,飯店／旅館主管,,,,業務助理,國貿助理,行政主管,秘書,售票／收銀人員,電腦操作／資料輸入,財務／會計助理,客服主管,行政人員,活動企劃人員,,0,2
worst_practice,(台北六福萬怡酒店)客務部-行政貴賓廳_經理/副理,飯店／旅館服務人員,飯店／旅館主管,,,,行政主管,行政人員,秘書,業務助理,財務／會計助理,電腦操作／資料輸入,國貿助理,售票／收銀人員,排版人員,檔案資料管理人員,,0,2
worst_practice,餐飲部－宴會廳經理/副理 Banquet Manager/Assistant Manager,飯店／旅館服務人員,飯店／旅館主管,,,,售票／收銀人員,行政主管,門市／店員／專櫃人員,調酒師／吧台人員,財務／會計助理,行政人員,秘書,電腦操作／資料輸入,業務助理,侍酒師,,0,2
worst_practice,福容大飯店-總公司-客房營運部-主任/副理,飯店／旅館服務人員,飯店／旅館主管,,,,行政主管,經營管理主管,售票／收銀人員,國內業務主管,客服主管,資材主管,儲備幹部,資材人員,業務助理,財務／會計主管,,0,2
worst_practice,房務領班,飯店／旅館服務人員,飯店／旅館主管,,,,領班／管理幹部,房務人員,餐飲領班,砌磚工及砌石工,泥水工相關人員,居家服務督導員,照顧服務／指導員,木工,防水施工人員,照顧實務指導員,,0,2
worst_practice,會議宴會服務部-領班 Event Service Captain,飯店／旅館服務人員,飯店／旅館主管,,,,行政主管,行政人員,總務人員,醫院行政管理人員,客服主管,導遊／領隊／導覽,特別助理,國貿人員,電腦操作／資料輸入,排版人員,,0,2
worst_practice,客務部副理(礁溪晶泉丰旅),飯店／旅館服務人員,飯店／旅館主管,,,,活動企劃人員,秘書,業務助理,客服主管,國貿助理,國貿人員,文字客服,財務／會計助理,行政人員,採購助理,,0,2
worst_practice,餐飲部－京樂日本料理副理 Kyo Raku Japanese Cuisine & Hot Pot Assistant Manager,飯店／旅館服務人員,飯店／旅館主管,,,,調酒師／吧台人員,售票／收銀人員,門市／店員／專櫃人員,餐廚助手,業務助理,冷熱飲調製人員,電腦操作／資料輸入,秘書,資材人員,財務／會計助理,,0,2
worst_practice,"湖濱館【俱樂部主任】 月薪38,000起，每季另有服務據點加給10000元",飯店／旅館服務人員,飯店／旅館主管,,,,調酒師／吧台人員,品管／品保主管,餐飲主管,店長／門市管理人員,儲備幹部,門市／店員／專櫃人員,售票／收銀人員,冷熱飲調製人員,侍酒師,客服主管,,0,2
worst_practice,餐飲部－西餐經理/副理 Restaurant Manager/Assistant Manager,飯店／旅館服務人員,飯店／旅館主管,,,,門市／店員／專櫃人員,售票／收銀人員,調酒師／吧台人員,冷熱飲調製人員,業務助理,電腦操作／資料輸入,秘書,財務／會計助理,國貿助理,行政主管,,0,2
worst_practice,【全職】客務部大夜值班櫃檯接待人員 (台南晶英酒店),飯店／旅館服務人員,飯店／旅館主管,,,,飯店／旅館櫃檯人員,電話客服人員,售票／收銀人員,客服人員,客服主管,資材人員,行政主管,行政人員,電腦操作／資料輸入,禮賓接待人員,,0,2
worst_practice,客務部副理,飯店／旅館服務人員,飯店／旅館主管,,,,客服主管,資材人員,國外業務主管,儲備幹部,國內業務人員,產品企劃主管,國內業務主管,業務助理,秘書,國貿助理,,0,2
worst_practice,客務部值班經理,飯店／旅館服務人員,飯店／旅館主管,,,,客服主管,資材主管,產品企劃主管,國內業務主管,產品經理,保險業務員／經紀人,售票／收銀人員,資材人員,國外業務主管,儲備幹部,,0,2
worst_practice,Mega50 50樓Café 自助餐廳 外場副理 (台北遠東飯店-板橋),餐飲服務人員,飯店／旅館主管,,,,調酒師／吧台人員,侍酒師,門市／店員／專櫃人員,飯店／旅館服務人員,冷熱飲調製人員,售票／收銀人員,電腦操作／資料輸入,業務助理,財務／會計助理,秘書,,0,2
worst_practice,展場人員(三峽客家文化園區),導遊／領隊／導覽,遊樂景點工作人員,,,,櫥窗／會場設計人員,表演／主持／直播人員,裝潢工程人員,室內設計師,活動企劃人員,商化人員,模特兒,神秘客,通路開發人員,產品企劃人員,,0,2
worst_practice,計時驗票人員-和平島地質公園,票務人員／旅行社人員,遊樂景點工作人員,,,,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員,售票／收銀人員,神秘客,飯店／旅館服務人員,包裝設計,平面設計,資材人員,侍酒師,,0,2
worst_practice,臺北市政府社會局委託經營管理臺北市北安社區公共托育家園-兼職廚工暨清潔人員,中式廚師,清潔／資源回收人員,,,,專任管理員,飯店／旅館櫃檯人員,行政主管,資材主管,飯店／旅館服務人員,金融營業人員,售票／收銀人員,產品經理,門市／店員／專櫃人員,房務人員,,0,2
worst_practice,509 仁德二仁餐廳 大夜服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,售票／收銀人員,外送人員,餐飲主管,休閒娛樂事業從業人員,遊樂景點工作人員,,0,2
worst_practice,480 仁武鳳仁餐廳 大夜服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,售票／收銀人員,外送人員,餐飲主管,遊樂景點工作人員,休閒娛樂事業從業人員,,0,2
worst_practice,99 中和餐廳 大夜服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,餐飲主管,外送人員,藥師助理,售票／收銀人員,休閒娛樂事業從業人員,,0,2
worst_practice,365 三重三和餐廳 大夜服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,外送人員,售票／收銀人員,餐飲主管,遊樂景點工作人員,房務人員,,0,2
worst_practice,436 三峽學成餐廳 大夜服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,侍酒師,冷熱飲調製人員,門市／店員／專櫃人員,外送人員,售票／收銀人員,咖啡師,餐飲主管,遊樂景點工作人員,,0,2
worst_practice,254 三峽文化餐廳 大夜服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,售票／收銀人員,外送人員,遊樂景點工作人員,休閒娛樂事業從業人員,餐飲主管,,0,2
worst_practice,519 內湖金龍餐廳 大夜服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,售票／收銀人員,外送人員,餐飲主管,休閒娛樂事業從業人員,遊樂景點工作人員,,0,2
worst_practice,471 中和景新餐廳 大夜服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,門市／店員／專櫃人員,冷熱飲調製人員,侍酒師,餐飲主管,售票／收銀人員,外送人員,休閒娛樂事業從業人員,藥師助理,,0,2
worst_practice,99 中和餐廳 早班服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,售票／收銀人員,外送人員,餐飲主管,藥師助理,休閒娛樂事業從業人員,,0,2
worst_practice,296 土城裕民餐廳 早班服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,外送人員,售票／收銀人員,咖啡師,餐飲主管,遊樂景點工作人員,,0,2
worst_practice,143 土城中央餐廳 早班服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,售票／收銀人員,外送人員,餐飲主管,休閒娛樂事業從業人員,咖啡師,,0,2
worst_practice,165 土城金城餐廳 早班服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,外送人員,售票／收銀人員,咖啡師,遊樂景點工作人員,休閒娛樂事業從業人員,,0,2
worst_practice,365 三重三和餐廳 早班服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,售票／收銀人員,外送人員,咖啡師,餐飲主管,遊樂景點工作人員,,0,2
worst_practice,436 三峽學成餐廳 早班服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,侍酒師,冷熱飲調製人員,門市／店員／專櫃人員,售票／收銀人員,外送人員,咖啡師,遊樂景點工作人員,餐飲主管,,0,2
worst_practice,254 三峽文化餐廳 早班服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,售票／收銀人員,外送人員,遊樂景點工作人員,休閒娛樂事業從業人員,咖啡師,,0,2
worst_practice,519 內湖金龍餐廳 早班服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,售票／收銀人員,外送人員,咖啡師,餐飲主管,遊樂景點工作人員,,0,2
worst_practice,41 台北士林餐廳 早班服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,侍酒師,冷熱飲調製人員,門市／店員／專櫃人員,售票／收銀人員,外送人員,咖啡師,餐飲主管,遊樂景點工作人員,,0,2
worst_practice,471 中和景新餐廳 早班服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,售票／收銀人員,餐飲主管,外送人員,休閒娛樂事業從業人員,藥師助理,,0,2
worst_practice,428 三重愛買餐廳 早班服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,侍酒師,冷熱飲調製人員,門市／店員／專櫃人員,售票／收銀人員,外送人員,餐飲主管,咖啡師,遊樂景點工作人員,,0,2
worst_practice,478 三重龍門餐廳 早班服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,侍酒師,冷熱飲調製人員,門市／店員／專櫃人員,售票／收銀人員,外送人員,餐飲主管,遊樂景點工作人員,咖啡師,,0,2
worst_practice,263 三重正義二餐廳 早班服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,外送人員,售票／收銀人員,咖啡師,餐飲主管,遊樂景點工作人員,,0,2
worst_practice,201 三重五華餐廳 早班服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,外送人員,售票／收銀人員,咖啡師,洗碗人員,餐飲主管,,0,2
worst_practice,51 三重正義餐廳 早班服務員(兼職),餐飲服務人員,餐廚助手,,,,調酒師／吧台人員,飯店／旅館服務人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,外送人員,售票／收銀人員,咖啡師,餐飲主管,遊樂景點工作人員,,0,2
worst_practice,203 中和中山餐廳 早班服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,餐飲主管,外送人員,售票／收銀人員,藥師助理,休閒娛樂事業從業人員,,0,2
worst_practice,245 五股成泰餐廳 早班服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,侍酒師,冷熱飲調製人員,門市／店員／專櫃人員,售票／收銀人員,外送人員,遊樂景點工作人員,休閒娛樂事業從業人員,咖啡師,,0,2
worst_practice,209 中和興南餐廳 早班服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,外送人員,售票／收銀人員,餐飲主管,藥師助理,咖啡師,,0,2
worst_practice,405 大溪員林餐廳 早班服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,售票／收銀人員,外送人員,遊樂景點工作人員,餐飲主管,休閒娛樂事業從業人員,,0,2
worst_practice,277 八德桃鶯餐廳 早班服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,售票／收銀人員,外送人員,遊樂景點工作人員,餐飲主管,休閒娛樂事業從業人員,,0,2
worst_practice,【日商】南京建國店-外場正職人員/儲備幹部,餐飲服務人員,餐廚助手,,,,調酒師／吧台人員,品管／品保主管,店長／門市管理人員,餐飲主管,冷熱飲調製人員,門市／店員／專櫃人員,儲備幹部,侍酒師,日式廚師,資材主管,,0,2
worst_practice,531 板車環球餐廳 大夜服務員(兼職),餐飲服務人員,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,侍酒師,門市／店員／專櫃人員,冷熱飲調製人員,售票／收銀人員,外送人員,餐飲主管,休閒娛樂事業從業人員,遊樂景點工作人員,,0,2
worst_practice,小海水產海鮮火鍋(福和店)-計時人員,餐飲服務人員,餐廚助手,,,,調酒師／吧台人員,冷熱飲調製人員,飯店／旅館服務人員,侍酒師,門市／店員／專櫃人員,售票／收銀人員,外送人員,咖啡師,藥師助理,遊樂景點工作人員,,0,2
worst_practice,小海水產海鮮火鍋(景安店)-計時人員,餐飲服務人員,餐廚助手,,,,調酒師／吧台人員,冷熱飲調製人員,飯店／旅館服務人員,侍酒師,門市／店員／專櫃人員,售票／收銀人員,外送人員,咖啡師,藥師助理,遊樂景點工作人員,,0,2
worst_practice,小海水產海鮮火鍋(民生店)-計時人員,餐飲服務人員,餐廚助手,,,,調酒師／吧台人員,冷熱飲調製人員,飯店／旅館服務人員,侍酒師,門市／店員／專櫃人員,售票／收銀人員,咖啡師,外送人員,藥師助理,餐飲主管,,0,2
worst_practice,餐廳學徒廚助,其他料理廚師,餐廚助手,,,,調酒師／吧台人員,侍酒師,冷熱飲調製人員,門市／店員／專櫃人員,藥師助理,飯店／旅館服務人員,售票／收銀人員,咖啡師,藥師,遊樂景點工作人員,,0,2
worst_practice,油炸台廚師,其他料理廚師,餐廚助手,,,,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員,侍酒師,洗碗人員,日式廚師,智慧製程工程師,品管／品保主管,麵包師,西式廚師,,0,2
worst_practice,房務主管(副理),經營管理主管,飯店／旅館主管,,,,客服主管,儲備幹部,資材主管,電機工程主管,產品經理,房務人員,店長／門市管理人員,國外業務主管,產品企劃主管,客戶成功經理,,0,2
worst_practice,工程部副協理 Assistant Director of Engineering (台北遠東飯店),經營管理主管,飯店／旅館主管,,,,室內設計助理,冷凍空調繪圖／設計,CAD／CAM工程師,UI/UX設計師,設計助理,軟體助理工程師,機械設計／繪圖人員,工程助理,棚內技術工程人員,音響／音控技術人員,,0,2
worst_practice,【全職】業務副理/經理 (捷絲旅),國內業務主管,飯店／旅館主管,,,,業務助理,國貿助理,秘書,活動企劃人員,財務／會計助理,行政人員,電腦操作／資料輸入,採購助理,國貿人員,排版人員,,0,2
worst_practice,客房業務 副理 Room Sales Assistant Manager,國內業務主管,飯店／旅館主管,,,,秘書,國貿助理,業務助理,採購助理,財務／會計助理,行政人員,活動企劃人員,電腦操作／資料輸入,行銷企劃助理,越南翻譯／口譯人員,,0,2
worst_practice,假日計時人員(土城日月光時薪200元起),休閒娛樂事業從業人員,遊樂景點工作人員,,,,洗碗人員,調酒師／吧台人員,冷熱飲調製人員,餐廚助手,外送人員,門市／店員／專櫃人員,西式廚師,餐飲服務人員,工讀生,生鮮處理人員,,0,2
worst_practice,高空設施操作教練,休閒娛樂事業從業人員,遊樂景點工作人員,,,,水電工程師,雷射技術操作員,水電工,鍋爐相關人員,電機設備裝配員,PLC／自動控制工程師,電機技師／工程師,技術人員,電器產品維修人員,電子設備維修人員,,0,2
worst_practice,M01-技術專員(機械維修高空類)(限理工科系),維修技術人員,遊樂景點工作人員,,,,電機設備裝配員,技術人員,電機技師／工程師,模具技術人員,CNC車床人員,機械加工技術人員,水電工,塑膠模具技術人員,PCB技術人員,塑膠押出技術人員,,0,2
worst_practice,M02-技術專員(機械維修高空類)(不限理工科系),維修技術人員,遊樂景點工作人員,,,,電機設備裝配員,技術人員,電機技師／工程師,模具技術人員,CNC車床人員,塑膠押出技術人員,水電工,機械加工技術人員,塑膠模具技術人員,PCB技術人員,,0,2
worst_practice,員工餐廳廚助 Staff cafeteria Commis,其他料理廚師,餐廚助手,,,,侍酒師,調酒師／吧台人員,門市／店員／專櫃人員,飯店／旅館服務人員,冷熱飲調製人員,藥師助理,售票／收銀人員,餐飲主管,咖啡師,外送人員,,0,2
worst_practice,蕃薯藤-黃豆加工部（豆腐、豆漿）,其他料理廚師,餐廚助手,,,,品管／品保主管,智慧製程工程師,電機工程主管,資材主管,木工,電機技師／工程師,營建雜工／粗工,生管主管,沖壓模具技術人員,鉗工,,0,2
worst_practice,簡易廚房料理包裝人員.,其他料理廚師,餐廚助手,,,,包裝員／作業員,生鮮處理人員,倉管／物料管理員,倉儲物流人員,理貨人員,資材人員,智慧製程工程師,電機技師／工程師,木工,塑膠押出技術人員,,0,2
worst_practice,蒸籠中工,其他料理廚師,餐廚助手,,,,生鮮處理人員,中式廚師,藥師助理,休閒娛樂事業從業人員,調酒師／吧台人員,藥師,冷熱飲調製人員,門市／店員／專櫃人員,中醫師,房務人員,,0,2
worst_practice,川貴麻辣干鍋-延慶店-兼職人員,其他料理廚師,餐廚助手,,,,飯店／旅館服務人員,調酒師／吧台人員,侍酒師,冷熱飲調製人員,門市／店員／專櫃人員,售票／收銀人員,外送人員,咖啡師,餐飲主管,藥師助理,,0,2
worst_practice,臺北市瑞光社區公共托育家園-兼職廚工暨清潔人員,中式廚師,清潔／資源回收人員,,,,房務人員,冷熱飲調製人員,飯店／旅館櫃檯人員,飯店／旅館服務人員,專任管理員,調酒師／吧台人員,售票／收銀人員,門市／店員／專櫃人員,資材人員,遊樂景點工作人員,,0,2
worst_practice,割草人員,農藝栽培專業人員,清潔／資源回收人員,,,,生鮮處理人員,外務／快遞／送貨,木工,智慧製程工程師,倉管／物料管理員,資材主管,資材人員,包裝員／作業員,倉儲物流人員,調酒師／吧台人員,,0,2
worst_practice,日間清運士,大貨車司機,清潔／資源回收人員,,,,房務人員,洗碗人員,餐廚助手,資材人員,外務／快遞／送貨,包裝員／作業員,倉管／物料管理員,木工,智慧製程工程師,生鮮處理人員,,0,2
worst_practice,【忠來清潔】／廠辦清潔人員／淡水康舒／穩定長期,建築物清潔人員,清潔／資源回收人員,,,,水電工,CNC車床人員,房務人員,智慧製程工程師,生管／助理,資材人員,電機技師／工程師,PLC／自動控制工程師,電機設備裝配員,組裝組立技術人員,,0,2
worst_practice,敦化北路高級辦公大樓急徵清潔人員(見紅休),建築物清潔人員,清潔／資源回收人員,,,,行政人員,電腦操作／資料輸入,房務人員,文字客服,國貿人員,秘書,排版人員,檔案資料管理人員,業務助理,國貿助理,,0,2
worst_practice,[高雄]楠梓區 駐廠(華泰)清潔員-早班,建築物清潔人員,清潔／資源回收人員,,,,房務人員,倉管／物料管理員,CNC車床人員,包裝員／作業員,生管／助理,理貨人員,倉儲物流人員,水電工,智慧製程工程師,資材人員,,0,2
worst_practice,(高雄)環境清潔機動組,建築物清潔人員,清潔／資源回收人員,,,,技術人員,水電工,電機設備裝配員,電機技師／工程師,PLC／自動控制工程師,空服人員,房務人員,機械加工技術人員,生管主管,CNC車床人員,,0,2
worst_practice,清潔員（仁愛路半天班）,建築物清潔人員,清潔／資源回收人員,,,,房務人員,資材人員,售票／收銀人員,冷熱飲調製人員,調酒師／吧台人員,門市／店員／專櫃人員,倉管／物料管理員,遊樂景點工作人員,洗碗人員,加油服務,,0,2
worst_practice,元智大學總務處誠徵 外勤人員(校約聘普通工友)一名,建築物清潔人員,清潔／資源回收人員,,,,總務人員,行政主管,編輯／文字類人員,特別助理,行政人員,文字記者,禮賓接待人員,排版人員,校對人員,電腦操作／資料輸入,,0,2
worst_practice,健身房駐點清潔人員,建築物清潔人員,清潔／資源回收人員,,,,房務人員,遊樂景點工作人員,門市／店員／專櫃人員,休閒娛樂事業從業人員,售票／收銀人員,冷熱飲調製人員,神秘客,調酒師／吧台人員,飯店／旅館服務人員,金融營業人員,,0,2
worst_practice,台南市新市區機動清潔人員(35K),建築物清潔人員,清潔／資源回收人員,,,,房務人員,資材人員,售票／收銀人員,倉管／物料管理員,倉儲物流人員,門市／店員／專櫃人員,遊樂景點工作人員,資材主管,生管／助理,生鮮處理人員,,0,2
worst_practice,台南市岡山區機動清潔人員(33K),建築物清潔人員,清潔／資源回收人員,,,,房務人員,資材人員,售票／收銀人員,倉管／物料管理員,遊樂景點工作人員,倉儲物流人員,生鮮處理人員,理貨人員,資材主管,門市／店員／專櫃人員,,0,2
worst_practice,內湖三軍總醫院-停車場清潔人員,建築物清潔人員,清潔／資源回收人員,,,,休閒娛樂事業從業人員,房務人員,售票／收銀人員,遊樂景點工作人員,飯店／旅館櫃檯人員,獸醫／獸醫佐,加油服務,禮賓接待人員,動物飼育專業人員,,,0,2
worst_practice,廚工兼清潔,中式廚師,清潔／資源回收人員,,,,洗碗人員,房務人員,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員,飯店／旅館服務人員,餐廚助手,工讀生,外送人員,生鮮處理人員,,0,2
worst_practice,"(觀音區)  8小時清潔員 (月薪：32,000起應徵請聯繫0938721605洽",建築物清潔人員,清潔／資源回收人員,,,,房務人員,資材人員,倉管／物料管理員,生鮮處理人員,倉儲物流人員,洗碗人員,外務／快遞／送貨,理貨人員,遊樂景點工作人員,生管／助理,,0,2
worst_practice,*辦公大樓清潔員（日班）–松山區辦公大樓（近中山國中站）,建築物清潔人員,清潔／資源回收人員,,,,行政人員,電腦操作／資料輸入,檔案資料管理人員,文字客服,秘書,房務人員,業務助理,國貿人員,國貿助理,採購助理,,0,2
worst_practice,委外ㄧ次性清潔服務（論件計酬）,建築物清潔人員,清潔／資源回收人員,,,,房務人員,神秘客,遊樂景點工作人員,空服人員,售票／收銀人員,資材人員,電話客服人員,客服主管,資料庫管理人員,文字客服,,0,2
worst_practice,賣場清潔人員(月休10天),建築物清潔人員,清潔／資源回收人員,,,,房務人員,門市／店員／專櫃人員,售票／收銀人員,生鮮處理人員,遊樂景點工作人員,休閒娛樂事業從業人員,產品經理,倉管／物料管理員,資材主管,倉儲物流人員,,0,2
worst_practice,打蠟人員,建築物清潔人員,清潔／資源回收人員,,,,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員,營建雜工／粗工,洗碗人員,房務人員,售票／收銀人員,生鮮處理人員,外務／快遞／送貨,資材主管,,0,2
worst_practice,[高雄]楠梓區 駐場(電子廠)清潔員-中班,建築物清潔人員,清潔／資源回收人員,,,,包裝員／作業員,倉管／物料管理員,CNC車床人員,房務人員,生鮮處理人員,理貨人員,倉儲物流人員,水電工,生管／助理,智慧製程工程師,,0,2
worst_practice,[高雄]楠梓區 駐場(電子廠)清潔員-夜班,建築物清潔人員,清潔／資源回收人員,,,,包裝員／作業員,倉管／物料管理員,CNC車床人員,倉儲物流人員,理貨人員,生管／助理,水電工,技術人員,房務人員,電機技師／工程師,,0,2
worst_practice,中鋼駐廠-導焦助手-(薪)47000以上-輪8H,營建雜工／粗工,清潔／資源回收人員,,,,包裝員／作業員,CNC車床人員,組裝組立技術人員,機械操作人員,車縫人員,學徒,生產技術／製程工程師,生管／助理,倉管／物料管理員,CNC程式設計師,,0,2
worst_practice,中鋼駐廠-出鐵間-(薪)40000-正常班1-6,建築物清潔人員,清潔／資源回收人員,,,,塑膠射出技術人員,包裝員／作業員,智慧製程工程師,CNC車床人員,塑膠押出技術人員,其他車輛維修人員,電機技師／工程師,電鍍相關技術人員,汽車檢驗員,生管主管,,0,2
worst_practice,桃園 清潔員 上班8小時 中間休息一小時,建築物清潔人員,清潔／資源回收人員,,,,房務人員,生鮮處理人員,洗碗人員,加油服務,客服人員,電話客服人員,資材人員,倉管／物料管理員,休閒娛樂事業從業人員,售票／收銀人員,,0,2
worst_practice,細清服務人員,建築物清潔人員,清潔／資源回收人員,,,,房務人員,遊樂景點工作人員,加油服務,門市／店員／專櫃人員,售票／收銀人員,休閒娛樂事業從業人員,飯店／旅館服務人員,冷熱飲調製人員,調酒師／吧台人員,神秘客,,0,2
worst_practice,南部(兼職) 居家服務人員,建築物清潔人員,清潔／資源回收人員,,,,神秘客,房務人員,客服主管,室內設計師,客戶成功經理,室內設計助理,空服人員,平面設計,居家服務督導員,軟體相關管理師,,0,2
worst_practice,【竹圍區-民族路】社區清潔員,建築物清潔人員,清潔／資源回收人員,,,,房務人員,冷熱飲調製人員,調酒師／吧台人員,資材人員,售票／收銀人員,飯店／旅館服務人員,門市／店員／專櫃人員,遊樂景點工作人員,休閒娛樂事業從業人員,資材主管,,0,2
worst_practice,特殊技術清潔維護人員,建築物清潔人員,清潔／資源回收人員,,,,電子設備維修人員,維修技術人員,電機維修人員,冷凍空調技術人員／安裝員,產品設備維修人員,電器產品維修人員,機械工程師,飛機修護員,機械加工技術人員,通信維修人員,,0,2
worst_practice,鳳山汽車展示中心清潔員(正職)-0911-700-103,建築物清潔人員,清潔／資源回收人員,,,,裝潢工程人員,實驗／化驗人員,櫥窗／會場設計人員,水電工,模特兒,室內設計師,工業設計,PLC／自動控制工程師,化學／化工工程師,水電工程師,,0,2
worst_practice,[高雄]楠梓區 駐廠(華泰)清潔員-中班,建築物清潔人員,清潔／資源回收人員,,,,房務人員,倉管／物料管理員,生鮮處理人員,包裝員／作業員,理貨人員,CNC車床人員,倉儲物流人員,生管／助理,資材人員,智慧製程工程師,,0,2
worst_practice,高雄市前金區辦公室兼職清潔人員,建築物清潔人員,清潔／資源回收人員,,,,行政人員,電腦操作／資料輸入,秘書,業務助理,財務／會計助理,國貿助理,排版人員,檔案資料管理人員,採購助理,活動企劃人員,,0,2
worst_practice,社區駐點清潔人員(西屯區),建築物清潔人員,清潔／資源回收人員,,,,房務人員,遊樂景點工作人員,神秘客,空服人員,軟體相關管理師,飯店／旅館櫃檯人員,電話客服人員,資材人員,客服主管,倉儲物流人員,,0,2
