品牌名,職缺名稱,廠商duty0,廠商duty1,廠商duty2,廠商duty3,廠商duty4,AI推薦1,AI推薦2,AI推薦3,AI推薦4,AI推薦5
台中廣三SOGO,台中廣三SOGO-漢來海港自助餐廳 卸餐員 工讀 PT,清潔／資源回收人員,,,,,調酒師／吧台人員,飯店／旅館服務人員,冷熱飲調製人員,門市／店員／專櫃人員,侍酒師
台中廣三SOGO,台中廣三SOGO-漢來海港自助餐廳 服務員,餐飲服務人員,,,,,調酒師／吧台人員,飯店／旅館服務人員,侍酒師,冷熱飲調製人員,門市／店員／專櫃人員
台中廣三SOGO,台中廣三SOGO-漢來海港自助餐廳 服務員 PT,餐飲服務人員,工讀生,,,,調酒師／吧台人員,飯店／旅館服務人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員
台中廣三SOGO,台中廣三SOGO-漢來海港自助餐廳 領班,儲備幹部,,,,,調酒師／吧台人員,飯店／旅館服務人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員
台中廣三SOGO,台中廣三SOGO-漢來海港自助餐廳廚房 A領班廚師/B領班廚師,西式廚師,,,,,調酒師／吧台人員,冷熱飲調製人員,侍酒師,飯店／旅館服務人員,餐飲主管
台中廣三SOGO,台中廣三SOGO-漢來海港自助餐廳廚房(點心) A廚師/B廚師,麵包師,西點蛋糕師,,,,調酒師／吧台人員,侍酒師,冷熱飲調製人員,門市／店員／專櫃人員,飯店／旅館服務人員
台中廣三SOGO,台中廣三SOGO-漢來海港自助餐廳廚房(點心) 助廚,麵包師,西點蛋糕師,,,,調酒師／吧台人員,門市／店員／專櫃人員,冷熱飲調製人員,侍酒師,飯店／旅館服務人員
台中廣三SOGO,台中廣三SOGO-漢來海港自助餐廳廚房(點心) 工讀 PT,餐廚助手,西點蛋糕師,,,,調酒師／吧台人員,飯店／旅館服務人員,侍酒師,冷熱飲調製人員,門市／店員／專櫃人員
台中廣三SOGO,台中廣三SOGO-漢來蔬食 副主任,餐飲服務人員,餐飲主管,,,,調酒師／吧台人員,品管／品保主管,冷熱飲調製人員,門市／店員／專櫃人員,售票／收銀人員
台中廣三SOGO,台中廣三SOGO-漢來蔬食 服務員,餐飲服務人員,,,,,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員,飯店／旅館服務人員,售票／收銀人員
台中廣三SOGO,台中廣三SOGO-漢來蔬食 領班,餐飲服務人員,餐飲領班,儲備幹部,,,調酒師／吧台人員,冷熱飲調製人員,木工,智慧製程工程師,水電工
台中廣三SOGO,台中廣三SOGO-漢來軒  副主任,餐飲主管,飯店／旅館主管,,,,調酒師／吧台人員,售票／收銀人員,冷熱飲調製人員,門市／店員／專櫃人員,侍酒師
台中廣三SOGO,台中廣三SOGO-漢來軒 兼職人員,餐飲服務人員,,,,,調酒師／吧台人員,飯店／旅館服務人員,冷熱飲調製人員,門市／店員／專櫃人員,外送人員
台中廣三SOGO,台中廣三SOGO-漢來軒 服務員,儲備幹部,餐飲服務人員,,,,調酒師／吧台人員,飯店／旅館服務人員,冷熱飲調製人員,門市／店員／專櫃人員,侍酒師
台中廣三SOGO,髮型設計師(台中廣三SOGO店),髮型設計師,美髮講師／技導,整體造型師,,,工業設計,平面設計,建築繪圖／設計,舞台搭設工程人員,水電工程師
台中成功店,"Q BURGER【台中成功店】月薪最高42,000 X儲備幹部一頭班X 歡迎轉職、新鮮人加入",餐飲服務人員,餐廚助手,中式廚師,,,調酒師／吧台人員,品管／品保主管,冷熱飲調製人員,西式廚師,侍酒師
台中文化店,"Q BURGER【台中文化店】月薪最高42,000 X儲備幹部一頭班X 歡迎轉職、新鮮人加入",餐飲服務人員,餐廚助手,中式廚師,,,調酒師／吧台人員,品管／品保主管,冷熱飲調製人員,西式廚師,侍酒師
台中文心秀泰店,☆3月全新開幕-台中文心秀泰店☆ ｜時薪最高230元｜大戶屋日本定食料理｜餐飲外場兼職｜彈性排班｜全家便利商店關係企業,工讀生,餐飲服務人員,餐廚助手,,,門市／店員／專櫃人員,調酒師／吧台人員,飯店／旅館服務人員,侍酒師,店長／門市管理人員
台中文心秀泰店,莫凡彼Café 儲備幹部-台中文心秀泰店【起薪36000~40000】,餐飲服務人員,餐廚助手,西式廚師,,,調酒師／吧台人員,餐飲主管,侍酒師,品管／品保主管,冷熱飲調製人員
台中新光三越店,A-Nini夏威夷輕食｜台中新光三越店｜早班外場兼職🙎,餐飲服務人員,,,,,調酒師／吧台人員,侍酒師,冷熱飲調製人員,飯店／旅館服務人員,門市／店員／專櫃人員
台中新光三越店,A-Nini夏威夷輕食｜台中新光三越店｜晚班外場兼職人員,餐飲服務人員,,,,,調酒師／吧台人員,冷熱飲調製人員,飯店／旅館服務人員,侍酒師,門市／店員／專櫃人員
台中新光三越店,"藥妝銷售管理藥師【台中新光三越店】年薪挑戰上看 NT$1,000,000（底薪＋津貼＋績效獎金）/日韓系藥妝/用藥諮詢/透明升遷制度",藥師,,,,,儲備幹部,產品經理,客服主管,產品企劃主管,ISO品保人員
台中新光店,"Miopane台中新光店／ 麵包三手/月薪36,400-40,400元起/月業績獎金及年度績效獎金另計",麵包師,,,,,資材人員,調酒師／吧台人員,業務助理,票務人員／旅行社人員,神秘客
台中新光店,韓國八色烤肉★台中新光店★-外場店副理【薪資48000起】!!,餐飲服務人員,餐飲主管,,,,調酒師／吧台人員,門市／店員／專櫃人員,冷熱飲調製人員,售票／收銀人員,侍酒師
台中新時代店,這一小鍋台中新時代店【餐飲職人招募】鍋物饗宴，共創美味,餐廚助手,餐飲服務人員,,,,侍酒師,調酒師／吧台人員,餐飲主管,飯店／旅館服務人員,門市／店員／專櫃人員
台中日蒔美學牙醫,【台中日蒔美學牙醫】數位矯正設計師,牙體技術人員,其他醫療從業人員,,,,平面設計,工業設計,數位IC設計工程師,建築繪圖／設計,PLC／自動控制工程師
台中最暖胃的所在,【台中最暖胃的所在】黑毛屋本家 台中市政店-領班/副店長 #一起把日常煮的不平凡,餐飲主管,餐飲領班,店長／門市管理人員,,,調酒師／吧台人員,門市／店員／專櫃人員,售票／收銀人員,冷熱飲調製人員,飯店／旅館服務人員
台中柏忕,【台中柏忕】客服專員,總機／接待／櫃檯人員,客服人員,,,,業務助理,國貿助理,文字客服,秘書,電腦操作／資料輸入
台中柏忕,【台中柏忕】護理師 (健康管理師) (無夜班/薪資高),護理師,,,,,休閒娛樂事業從業人員,獸醫／獸醫佐,售票／收銀人員,客服主管,資料庫管理人員
台中柏忕,【台中柏忕】醫事放射師(無夜班/薪資高),醫事放射師,,,,,動物醫事助理,醫事檢驗師,售票／收銀人員,休閒娛樂事業從業人員,獸醫／獸醫佐
台中樂業店,"Q BURGER【台中樂業店】月薪最高42,000 X儲備幹部一頭班X 歡迎轉職、新鮮人加入",餐飲服務人員,餐廚助手,中式廚師,,,調酒師／吧台人員,品管／品保主管,冷熱飲調製人員,西式廚師,侍酒師
台中洲際店,~幸福企業~【春香飯店】台中洲際店-外場儲備幹部,餐廚助手,餐飲服務人員,,,,調酒師／吧台人員,餐飲主管,侍酒師,冷熱飲調製人員,品管／品保主管
台中禾膳,禾馨醫療【台中禾膳】晚班廚助(通過試用期享有區域津貼)(月休8-10天),中式廚師,餐廚助手,西式廚師,,,門市／店員／專櫃人員,售票／收銀人員,藥師助理,調酒師／吧台人員,冷熱飲調製人員
台中精武店,台中東區太平區【台中精武店】徵美甲師 無經驗可(4個月培訓)美甲師.儲備主管******免費進修+透明升遷******,美甲彩繪師,,,,,電機工程主管,生管主管,智慧製程工程師,水電工,設備工程主管
台中精誠店,美髮設計師(台中精誠店),髮型設計師,美髮助理,整體造型師,,,平面設計,工業設計,建築繪圖／設計,室內設計助理,舞台搭設工程人員
台中美光,【美商_全球前三大半導體設備商】FSE 設備裝機工程師｜台中美光廠【保障13薪，百萬年薪】,半導體設備工程師,,,,,PLC／自動控制工程師,設備工程主管,電機技師／工程師,電機設備裝配員,水電工程師
台中美光,自動控制設備工程師【無經驗可】【台中美光】,光電／半導體工程助理,,,,,PLC／自動控制工程師,工業設計,機構工程師,水電工程師,電機設備裝配員
台中老虎城店,Massimo Dutti_Store Manager門市店副理(台中老虎城店),店長／門市管理人員,,,,,門市／店員／專櫃人員,調酒師／吧台人員,售票／收銀人員,冷熱飲調製人員,侍酒師
台中老虎城店,【急徵】摩斯台中老虎城店(120mos),餐飲服務人員,,,,,調酒師／吧台人員,門市／店員／專櫃人員,冷熱飲調製人員,侍酒師,飯店／旅館服務人員
台中豐原店,健身教練(World Gym台中豐原店),運動教練,才藝類老師,,,,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,品管／品保主管
台中豐原店,健身諮詢專員(World Gym台中豐原店),國內業務人員,產品企劃人員,電話行銷人員,,,門市／店員／專櫃人員,神秘客,調酒師／吧台人員,售票／收銀人員,客服主管
台中豐原店,台中豐原店-驗光師(生),驗光師,,,,,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,售票／收銀人員
台中豐原店,客服工讀生(零售)(World Gym台中豐原店),客服人員,門市／店員／專櫃人員,總機／接待／櫃檯人員,,,業務助理,售票／收銀人員,電腦操作／資料輸入,秘書,資材人員
台中豐原店,工讀生-台中豐原店,餐飲服務人員,,,,,飯店／旅館服務人員,門市／店員／專櫃人員,冷熱飲調製人員,調酒師／吧台人員,侍酒師
台中豐原店,清潔人員(World Gym台中豐原店),清潔／資源回收人員,工讀生,,,,房務人員,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員,洗碗人員
台中逢甲服務中心,全球知名3C品牌【台中逢甲服務中心】資深維修工程師/副站長│獎金多多│營運管理×技術管理_DE,產品設備維修人員,電器產品維修人員,,,,設備工程主管,PLC／自動控制工程師,水電工,冷凍空調技術人員／安裝員,水電工程師
台中飛興工業股份,作業員 （台中飛興工業股份有限公司）,機械加工技術人員,,,,,資材人員,倉管／物料管理員,生鮮處理人員,門市／店員／專櫃人員,倉儲物流人員
台中麗寶,櫃台服務員(台中麗寶)-月休10-12天,門市／店員／專櫃人員,電腦操作／資料輸入,採購人員,,,飯店／旅館服務人員,售票／收銀人員,房務人員,休閒娛樂事業從業人員,遊樂景點工作人員
台中麗寶,這一鍋台中麗寶殿【平假日廚務PT招募】邀請您成為宮廷御廚的一員！,餐廚助手,工讀生,,,,調酒師／吧台人員,侍酒師,冷熱飲調製人員,飯店／旅館服務人員,門市／店員／專櫃人員
台中麗寶,這一鍋台中麗寶殿【平假日營運PT招募】歡迎您與我們一起營造美味與歡樂！,餐飲服務人員,工讀生,,,,侍酒師,調酒師／吧台人員,餐飲主管,門市／店員／專櫃人員,飯店／旅館服務人員
台中麗寶,這一鍋台中麗寶殿【廚務助理招募】邀請您成為宮廷御廚的一員！,餐廚助手,中式廚師,,,,售票／收銀人員,門市／店員／專櫃人員,電腦操作／資料輸入,財務／會計助理,行政人員
台中麗寶店,【十二月餐飲連鎖事業-台中麗寶店】二廚/中工/獎金另計,中式廚師,其他料理廚師,,,,調酒師／吧台人員,門市／店員／專櫃人員,飯店／旅館服務人員,冷熱飲調製人員,餐飲主管
台中麗寶店,小紅花鐵板燒- [鐵板燒廚師主管]  台中麗寶店,鐵板燒廚師,,,,,餐飲主管,調酒師／吧台人員,品管／品保主管,侍酒師,店長／門市管理人員
台中麗寶店,小紅花鐵板燒-外場計時工讀/PT小隊長(台中麗寶店),工讀生,,,,,調酒師／吧台人員,侍酒師,冷熱飲調製人員,飯店／旅館服務人員,門市／店員／專櫃人員
台中麗寶店,小紅花鐵板燒-鐵板料理廚師(台中麗寶店),鐵板燒廚師,,,,,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,西式廚師
台中麗寶店,燒肉同話台中麗寶店【燒肉饗宴平假日廚務PT招募】燃燒美味，一同打造燒肉饗宴！,餐廚助手,工讀生,,,,調酒師／吧台人員,侍酒師,冷熱飲調製人員,西式廚師,門市／店員／專櫃人員
台中麗寶店,燒肉同話台中麗寶店【燒肉饗宴廚務助理招募】燃燒美味，一同打造燒肉饗宴！,中式廚師,餐廚助手,,,,門市／店員／專櫃人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,電腦操作／資料輸入
台中麗寶店,莫凡彼(新品牌)海岸線美式海鮮主題餐廳-長期兼職【台中麗寶店】,餐廚助手,餐飲服務人員,,,,侍酒師,調酒師／吧台人員,飯店／旅館服務人員,冷熱飲調製人員,門市／店員／專櫃人員
台中麗寶店,這一小鍋台中麗寶店【平假日PT招募】鍋物饗宴，共創美味,餐飲服務人員,,,,,侍酒師,調酒師／吧台人員,餐飲主管,飯店／旅館服務人員,門市／店員／專櫃人員
台中龍井-中龍鋼鐵,【台中龍井-中龍鋼鐵】勞安衛/業務主管/管理人員(無經驗可),職業安全衛生管理人員,工地安全衛生工程師,工廠安全衛生人員,職業安全衛生管理師,,客服主管,國外業務主管,儲備幹部,資材人員,售票／收銀人員
台北101,Massimo Dutti_Deputy Manager門市店副理(台北101門市),店長／門市管理人員,,,,,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員,售票／收銀人員,侍酒師
台北101,Massimo Dutti門市銷售顧問_PT Sales Assistant (台北101門市),門市／店員／專櫃人員,,,,,媒體公關人員,行銷企劃助理,國貿助理,活動企劃人員,秘書
台北101,TOP經紀人-挑戰高薪–挑戰能力/台北101世貿店,不動產經紀人／營業員,國內業務人員,國內業務主管,通路開發人員,,品管／品保主管,資材主管,調酒師／吧台人員,營建雜工／粗工,飯店／旅館主管
台北101,ZARA_ Senior Sales Assistant資深門市銷售_台北101門市,店長／門市管理人員,門市／店員／專櫃人員,,,,行銷企劃助理,媒體公關人員,秘書,國貿助理,活動企劃人員
台北101,★業務菁英★/台北101世貿店,不動產經紀人／營業員,國內業務人員,國內業務主管,通路開發人員,,業務助理,國貿助理,國外業務人員,秘書,國貿人員
台北101,★轉職首選歡迎同業加入/台北101世貿店,不動產經紀人／營業員,國內業務人員,國內業務主管,通路開發人員,,門市／店員／專櫃人員,調酒師／吧台人員,資材人員,儲備幹部,房務人員
台北101,【信義區】學校清潔人員（靠近台北101、國父紀念館）,清潔／資源回收人員,,,,,教保員／保育員,工讀生,房務人員,特殊教育教師,幼教老師
台北101,【台北101｜國際地標職場】903 - 稽核人員,稽核人員,,,,,會計／出納／記帳人員,電腦操作／資料輸入,財務／會計助理,資材人員,秘書
台北101,【台北101｜國際地標職場】903 - 行政管理人員,銀行辦事人員,,,,,電腦操作／資料輸入,行政人員,秘書,財務／會計助理,總務人員
台北101,【台北101｜國際地標職場】909 - 洗錢防制專責人員,銀行辦事人員,,,,,洗碗人員,冷熱飲調製人員,調酒師／吧台人員,資材人員,房務人員
台北101,【台北101｜國際地標職場】910 - 作業科經辦人員,財務分析／財務人員,會計／出納／記帳人員,,,,國貿人員,資材人員,生管／助理,文字客服,報關人員
台北101,【台北101｜國際地標職場】910 - 信託作業經辦,行政人員,,,,,資材人員,資材主管,國貿人員,房務人員,金融營業人員
台北101,【台北101｜國際地標職場】910 - 信託業務人員,銀行辦事人員,代書／地政士,法務人員,,,國貿人員,國外業務人員,報關人員,廣告AE,空運／船務
台北101,【台北101｜國際地標職場】912 – 財富管理業務行政人員,銀行辦事人員,,,,,財務／會計助理,秘書,行政人員,會計／出納／記帳人員,國貿助理
台北101,【台北101｜國際地標職場】913 - 消費金融業務徵信人員,銀行辦事人員,,,,,國貿人員,國外業務人員,廣告AE,報關人員,國貿助理
台北101,【台北101｜國際地標職場】916 - 存款PM,行銷企劃人員,銀行辦事人員,,,,資材人員,生管／助理,倉管／物料管理員,倉儲物流人員,理貨人員
台北101,【台北101｜國際地標職場】922 - 市場風險管理人員(科主管),銀行辦事人員,金融研究人員,,,,儲備幹部,資材主管,產品經理,客服主管,店長／門市管理人員
台北101,【台北101｜國際地標職場】922 - 風險管理人員,銀行辦事人員,金融研究人員,,,,隨扈／安全人員,資材主管,金融營業人員,資材人員,水電工
台北101,【台北101｜國際地標職場】924 - 法人金融授信審查人員,銀行辦事人員,,,,,授權／授信／徵信人員,金融營業人員,金融研究人員,神秘客,查帳／審計人員
台北101,【台北101｜國際地標職場】926 - 產品經理助理-APM,銀行辦事人員,,,,,國貿助理,業務助理,秘書,採購助理,電腦操作／資料輸入
台北101,【台北101｜國際地標職場】926 - 聯貸及結構融資APM,銀行辦事人員,,,,,神秘客,結構技師／工程師,機構工程師,工業設計,資材人員
台北101,【台北101｜國際地標職場】926 - 聯貸及結構融資PM,銀行辦事人員,,,,,機構工程師,結構技師／工程師,神秘客,生管／助理,工業設計
台北101,【台北101｜國際地標職場】926 - 聯貸銀行管理暨產品結構設計助理,銀行辦事人員,,,,,設計助理,軟體助理工程師,冷凍空調繪圖／設計,室內設計助理,客服工程師
台北101,【台北101｜國際地標職場】951 - 債券產品經理,金融研究人員,承銷人員,,,,金融營業人員,產品經理,保險業務員／經紀人,資材主管,票務人員／旅行社人員
台北101,【台北101｜國際地標職場】951 - 債券銷售人員,承銷人員,金融研究人員,,,,行銷企劃人員,門市／店員／專櫃人員,金融營業人員,國內業務人員,廣告AE
台北101,【台北101｜國際地標職場】951 - 外匯交易員,金融研究人員,,,,,金融營業人員,資材人員,生管／助理,倉管／物料管理員,國貿人員
台北101,【台北101｜國際地標職場】951 - 股票交易員,理財專員,,,,,金融營業人員,資材人員,售票／收銀人員,券商後線人員,倉管／物料管理員
台北101,【台北101｜國際地標職場】983 - 資訊助理,銀行辦事人員,,,,,資訊助理人員,人事助理,生管／助理,攝影助理,行銷企劃助理
台北101,【台北101｜國際地標職場】法金 - 客戶關係助理ARM(大台北地區),銀行辦事人員,國內業務人員,,,,國貿助理,秘書,採購助理,業務助理,電腦操作／資料輸入
台北101,【台北101｜國際地標職場】法金 - 資深客戶關係維護經理(大台北地區),金融專業主管,,,,,國貿人員,文字客服,保險業務員／經紀人,國外業務人員,客服人員
台北101,【外商上市公司／台北101】HR Solution Specialist人資專員 (C&B Focus),人事／人力資源專員,人事助理,行政人員,,,神秘客,廣告設計,資材人員,人力／外勞仲介,金融營業人員
台北101,【專業培訓+升遷機會多】客語-電話客服專員｜ 公部門市政服務諮詢專線｜近台北101 ＜16C23＞,電話客服人員,,,,,客服主管,業務助理,秘書,國貿助理,電腦操作／資料輸入
台北101,【專業培訓+升遷機會多】電話客服專員｜公部門市政服務諮詢專線｜近台北101 ＜16C07＞,電話客服人員,,,,,客服主管,業務助理,秘書,國貿助理,電腦操作／資料輸入
台北101,不動產經紀人、營業員/台北101世貿店,不動產經紀人／營業員,國內業務人員,國內業務主管,通路開發人員,,店長／門市管理人員,餐飲主管,儲備幹部,門市／店員／專櫃人員,品管／品保主管
台北101,停車場管理員-台北101,管理員,,,,,加油服務,資材主管,旅遊休閒類主管,休閒娛樂事業從業人員,領班／管理幹部
台北101,台北101-停車場管理員,保全人員／警衛,管理員,,,,加油服務,資材主管,旅遊休閒類主管,休閒娛樂事業從業人員,領班／管理幹部
台北101,轉職首選(台北101世貿加盟店)歡迎挑戰高薪/台北101世貿店,不動產經紀人／營業員,國內業務人員,國內業務主管,通路開發人員,,調酒師／吧台人員,冷熱飲調製人員,洗碗人員,侍酒師,門市／店員／專櫃人員
台北101,📌台北101《外商人壽》KYC Team,財務／會計助理,行政人員,,,,門市／店員／專櫃人員,調酒師／吧台人員,金融營業人員,售票／收銀人員,外送人員
台北101店,健身諮詢專員(World Gym台北101店),國內業務人員,產品企劃人員,電話行銷人員,,,門市／店員／專櫃人員,神秘客,冷熱飲調製人員,調酒師／吧台人員,產品經理
台北101店,活動促銷工讀生(World Gym台北101店),工讀生,,,,,活動企劃人員,門市／店員／專櫃人員,行銷企劃人員,廣告設計,行銷企劃助理
台北101店,韓國八色烤肉★台北101店★-外場店副理【薪資48000起】!!,餐飲服務人員,餐飲主管,,,,調酒師／吧台人員,門市／店員／專櫃人員,冷熱飲調製人員,售票／收銀人員,電腦操作／資料輸入
台北101店,韓國八色烤肉★台北101店★-外場領班【薪資43000元起】持有餐飲證照再額外加給!!,飯店／旅館主管,餐飲主管,儲備幹部,,,調酒師／吧台人員,餐飲領班,冷熱飲調製人員,日式廚師,餐飲服務人員
台北京站,CONI美容顧問【台北京站】專櫃 保障薪資32000~36000,門市／店員／專櫃人員,,,,,水電工程師,神秘客,房務人員,客服主管,消防專業人員
台北京站,台北京站店｜45K｜夜班餐飲服務員,餐飲服務人員,餐廚助手,,,,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員,飯店／旅館服務人員,售票／收銀人員
台北信義A19,辛殿麻辣鍋外場服務人員日/晚班[台北信義A19],餐飲服務人員,,,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員,侍酒師
台北內湖區 漢來物管,【台北內湖區 漢來物管】廠辦菁英安管員(保全),保全人員／警衛,儲備幹部,,,,倉管／物料管理員,資材人員,生管／助理,倉儲物流人員,水電工
台北公館店,⚡️台北公館店即將開幕⚡️ 300元單剪店，強力招募男士理髮設計師，深夜理髮、正職、兼職亦可！（5抽，永久底薪！）,髮型設計師,,,,,調酒師／吧台人員,冷熱飲調製人員,工業設計,資材人員,PLC／自動控制工程師
台北六福萬怡,(台北六福萬怡酒店) 客房部/安全課 - 安全人員,保全人員／警衛,,,,,隨扈／安全人員,客服主管,資材主管,儲備幹部,水電工程師
台北六福萬怡,(台北六福萬怡酒店) 客房部/客務課 - 總機 Guest Service Operator,電話客服人員,飯店／旅館服務人員,總機／接待／櫃檯人員,,,客服主管,行政主管,資材人員,秘書,業務助理
台北六福萬怡,(台北六福萬怡酒店) 客房部/房務課 - 管衣室主任,飯店／旅館服務人員,,,,,客服主管,資材主管,儲備幹部,資材人員,國外業務主管
台北六福萬怡,(台北六福萬怡酒店) 營收管理處 - 訂房人員,飯店／旅館服務人員,,,,,資材主管,產品經理,客服主管,儲備幹部,資材人員
台北六福萬怡,(台北六福萬怡酒店) 餐飲部/敘日廚房 - 副領班廚師 or 資深副領班 (一段班),中式廚師,西式廚師,,,,餐飲領班,品管／品保主管,日式廚師,調酒師／吧台人員,補習班主任／主管
台北六福萬怡,(台北六福萬怡酒店) 餐飲部/餐務課 - 餐務員(無經驗可),洗碗人員,家事服務／洗衣,,,,調酒師／吧台人員,品管／品保主管,冷熱飲調製人員,侍酒師,餐飲主管
台北六福萬怡,(台北六福萬怡酒店)客務部-副理/經理,飯店／旅館服務人員,飯店／旅館主管,,,,業務助理,國貿助理,行政主管,秘書,售票／收銀人員
台北六福萬怡,(台北六福萬怡酒店)客務部-禮賓接待_副理,飯店／旅館服務人員,飯店／旅館主管,飯店／旅館櫃檯人員,,,業務助理,秘書,國貿助理,電腦操作／資料輸入,售票／收銀人員
台北六福萬怡,(台北六福萬怡酒店)客務部-行政貴賓廳_經理/副理,飯店／旅館服務人員,飯店／旅館主管,,,,行政主管,行政人員,秘書,業務助理,財務／會計助理
台北六福萬怡,(台北六福萬怡酒店)宴會服務部-音控專員,燈光技術人員,音響／音控技術人員,,,,售票／收銀人員,調酒師／吧台人員,門市／店員／專櫃人員,客服主管,資材人員
台北六福萬怡,(台北六福萬怡酒店)工程部-技術員 (油漆 木工專長),油漆工,,,,,電機工程主管,電機技師／工程師,智慧製程工程師,電機設備裝配員,PLC／自動控制工程師
台北六福萬怡,(台北六福萬怡酒店)房務部經理,飯店／旅館服務人員,房務人員,,,,品管／品保主管,飯店／旅館主管,店長／門市管理人員,餐飲主管,資材主管
台北六福萬怡,(台北六福萬怡酒店)採購部-專員or資深專員,採購人員,飯店／旅館服務人員,,,,資材人員,資材主管,儲備幹部,客服主管,採購主管
台北南京店,正職內場早班儲備幹部副主任-老四川【台北南京店】【月休8-10天】【1000-1830】【歡迎二度就業】,餐飲主管,餐飲領班,儲備幹部,,,餐廚助手,西式廚師,其他料理廚師,餐飲服務人員,品管／品保主管
台北南京店,活動促銷工讀生(World Gym台北南京店),工讀生,,,,,門市／店員／專櫃人員,活動企劃人員,行銷企劃人員,廣告設計,售票／收銀人員
台北南昌店,【台北南昌店】儲備幹部★好缺正在等你★,餐飲服務人員,餐廚助手,,,,調酒師／吧台人員,品管／品保主管,店長／門市管理人員,冷熱飲調製人員,餐飲主管
台北南昌店,【台北南昌店】兼職服務員-歡迎親洽,餐廚助手,餐飲服務人員,,,,飯店／旅館服務人員,冷熱飲調製人員,調酒師／吧台人員,門市／店員／專櫃人員,外送人員
台北南昌店,【台北南昌店】服務員/訓練員｜無經驗可｜快速晉升,餐飲服務人員,餐廚助手,,,,調酒師／吧台人員,門市／店員／專櫃人員,冷熱飲調製人員,智慧製程工程師,售票／收銀人員
台北南昌店,夏慕尼台北南昌店 廚藝助理,餐廚助手,生鮮處理人員,鐵板燒廚師,,,門市／店員／專櫃人員,藥師助理,售票／收銀人員,電腦操作／資料輸入,冷熱飲調製人員
台北南港店,【台北南港店】外場儲備幹部,餐飲服務人員,餐飲領班,,,,調酒師／吧台人員,品管／品保主管,店長／門市管理人員,餐飲主管,冷熱飲調製人員
台北士林館,【台北士林館】停車場管理人員（假日兼職）,管理員,,,,,門市／店員／專櫃人員,專任管理員,店長／門市管理人員,調酒師／吧台人員,資材主管
台北士林館,【台北士林館】園區環境清潔人員,清潔／資源回收人員,,,,,房務人員,資材人員,售票／收銀人員,休閒娛樂事業從業人員,建築物清潔人員
台北士林館,【台北士林館】婚禮及宴會業務副理,專案業務主管,經營管理主管,,,,業務助理,國貿助理,秘書,採購助理,財務／會計助理
台北士林館,【台北士林館】婚禮及宴會業務經理,專案業務主管,經營管理主管,,,,國外業務人員,國內業務主管,國貿助理,國貿人員,業務助理
台北士林館,【台北士林館】餐飲部儲備幹部,餐飲服務人員,餐飲領班,,,,調酒師／吧台人員,品管／品保主管,餐飲主管,店長／門市管理人員,冷熱飲調製人員
台北士林館,【台北士林館｜活動業務開發／宴會企劃專員】,專案業務主管,,,,,活動企劃人員,業務助理,國貿助理,秘書,採購助理
台北大巨蛋,即將開幕｜台北大巨蛋｜百貨業【顧客服務專員】｜起薪35K↑＋久任獎金,總機／接待／櫃檯人員,,,,,國貿助理,業務助理,電話客服人員,客服人員,神秘客
台北大巨蛋,台北大巨蛋-停車場管理員(夜班),保全人員／警衛,管理員,,,,休閒娛樂事業從業人員,售票／收銀人員,資材主管,倉管／物料管理員,旅遊休閒類主管
台北大巨蛋,台北大巨蛋-停車場管理員(日班),保全人員／警衛,管理員,,,,資材主管,水電工,領班／管理幹部,產品經理,水產養殖人員
台北大巨蛋,台北大巨蛋-名人坊粵菜餐廳【香港米其林餐廳】 早班/晚班/全日班-兼職服務人員,餐飲服務人員,工讀生,,,,飯店／旅館服務人員,調酒師／吧台人員,侍酒師,門市／店員／專櫃人員,冷熱飲調製人員
台北大巨蛋,台北大巨蛋-島語自助餐廳廚房 A廚師,中式廚師,,,,,調酒師／吧台人員,侍酒師,冷熱飲調製人員,飯店／旅館服務人員,門市／店員／專櫃人員
台北大巨蛋,台北大巨蛋-島語自助餐廳廚房 B廚師,中式廚師,,,,,調酒師／吧台人員,侍酒師,飯店／旅館服務人員,冷熱飲調製人員,門市／店員／專櫃人員
台北大巨蛋,台北大巨蛋-島語自助餐廳廚房 B領班廚師,中式廚師,,,,,調酒師／吧台人員,侍酒師,飯店／旅館服務人員,冷熱飲調製人員,門市／店員／專櫃人員
台北大巨蛋,台北大巨蛋-島語自助餐廳廚房 中餐副主廚,中式廚師,,,,,餐飲主管,調酒師／吧台人員,侍酒師,門市／店員／專櫃人員,冷熱飲調製人員
台北大巨蛋,台北大巨蛋-福園台菜海鮮餐廳 兼職服務員,餐飲服務人員,工讀生,,,,飯店／旅館服務人員,調酒師／吧台人員,侍酒師,冷熱飲調製人員,門市／店員／專櫃人員
